Id,age,job,marital,education,default,Acc_balance,housing,loan,contact,day,month,duration,campaign,poutcome,deposit
1108,34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,unknown,no
1109,59,retired,single,secondary,no,30,yes,no,unknown,5,may,514,1,unknown,no
1110,45,management,married,tertiary,no,523,yes,no,unknown,5,may,849,2,unknown,no
1111,29,services,divorced,secondary,no,31,yes,no,unknown,5,may,194,1,unknown,no
1112,46,technician,divorced,secondary,no,79,no,no,unknown,5,may,144,1,unknown,no
1113,56,self-employed,married,primary,no,-34,yes,yes,unknown,5,may,212,2,unknown,no
1114,36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,unknown,no
1115,59,retired,divorced,primary,no,81,yes,no,unknown,5,may,107,1,unknown,no
1116,44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,247,2,unknown,no
1117,41,admin.,married,secondary,no,351,yes,no,unknown,5,may,518,1,unknown,no
1118,33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,unknown,no
1119,59,management,divorced,tertiary,no,262,no,no,unknown,5,may,178,1,unknown,no
1120,57,technician,married,primary,no,0,no,no,unknown,5,may,98,1,unknown,no
1121,56,technician,divorced,unknown,no,56,yes,no,unknown,5,may,439,1,unknown,no
1122,51,blue-collar,married,secondary,no,26,yes,no,unknown,5,may,79,1,unknown,no
1123,34,admin.,married,unknown,no,3,yes,no,unknown,5,may,120,3,unknown,no
1124,43,services,married,secondary,no,41,yes,yes,unknown,5,may,127,2,unknown,no
1125,52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,unknown,no
1126,33,technician,single,secondary,no,105,yes,no,unknown,5,may,262,2,unknown,no
1127,29,admin.,single,secondary,no,818,yes,yes,unknown,5,may,61,1,unknown,no
1128,34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,unknown,no
1129,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,unknown,no
1130,55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,unknown,yes
1131,55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,unknown,no
1132,32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,unknown,no
1133,38,technician,single,secondary,no,1685,yes,no,unknown,5,may,185,1,unknown,no
1134,55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,unknown,no
1135,28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,unknown,no
1136,23,blue-collar,married,secondary,no,94,yes,no,unknown,5,may,193,1,unknown,no
1137,32,technician,single,secondary,no,0,yes,no,unknown,5,may,136,1,unknown,no
1138,43,services,single,unknown,no,0,no,no,unknown,5,may,73,1,unknown,no
1139,32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,unknown,no
1140,46,blue-collar,married,secondary,no,265,yes,no,unknown,5,may,541,1,unknown,no
1141,53,housemaid,divorced,primary,no,947,yes,no,unknown,5,may,163,1,unknown,no
1142,34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,unknown,no
1143,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,unknown,no
1144,37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,unknown,no
1145,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,unknown,no
1146,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,unknown,no
1147,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,unknown,no
1148,48,unemployed,married,secondary,no,293,yes,no,unknown,5,may,243,1,unknown,no
1149,43,services,married,primary,no,3,yes,no,unknown,5,may,186,2,unknown,no
1150,54,blue-collar,married,primary,no,348,yes,no,unknown,5,may,579,2,unknown,no
1151,51,blue-collar,married,unknown,no,-19,yes,no,unknown,5,may,163,2,unknown,no
1152,26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,unknown,no
1153,40,management,married,tertiary,no,-4,yes,no,unknown,5,may,2033,1,unknown,no
1154,39,management,married,secondary,no,18,yes,no,unknown,5,may,85,1,unknown,no
1155,50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,unknown,no
1156,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,unknown,no
1157,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57,1,unknown,no
1158,60,retired,divorced,secondary,no,216,yes,no,unknown,5,may,238,1,unknown,no
1159,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,unknown,no
1160,48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,unknown,no
1161,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,unknown,no
1162,39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,unknown,no
1163,47,services,single,secondary,no,176,yes,no,unknown,5,may,303,2,unknown,no
1164,40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,unknown,no
1165,45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,1,unknown,no
1166,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,unknown,no
1167,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,unknown,no
1168,54,technician,married,secondary,no,1378,yes,no,unknown,5,may,240,1,unknown,no
1169,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,unknown,yes
1170,50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,unknown,no
1171,35,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,1056,1,unknown,no
1172,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,unknown,no
1173,53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,1,unknown,no
1174,35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,unknown,no
1175,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,unknown,no
1176,53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,unknown,no
1177,48,unemployed,married,secondary,no,41,yes,no,unknown,5,may,179,2,unknown,no
1178,34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,unknown,no
1179,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,unknown,no
1180,51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,unknown,no
1181,31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,unknown,no
1182,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,unknown,no
1183,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,unknown,no
1184,38,technician,married,secondary,no,253,yes,no,unknown,5,may,416,1,unknown,no
1185,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,unknown,no
1186,58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,unknown,no
1187,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,unknown,no
1188,54,management,married,secondary,no,4080,no,no,unknown,5,may,140,1,unknown,no
1189,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,unknown,no
1190,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,unknown,no
1191,51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,unknown,no
1192,33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,unknown,no
1193,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,unknown,no
1194,42,admin.,married,secondary,no,445,yes,no,unknown,5,may,67,1,unknown,no
1195,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,unknown,no
1196,33,blue-collar,single,secondary,no,307,yes,no,unknown,5,may,309,2,unknown,no
1197,38,services,married,secondary,no,155,yes,no,unknown,5,may,248,1,unknown,no
1198,50,technician,divorced,tertiary,no,173,no,yes,unknown,5,may,98,1,unknown,no
1199,43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,unknown,no
1200,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,unknown,no
1201,47,admin.,married,secondary,no,219,yes,no,unknown,5,may,577,1,unknown,no
1202,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,286,1,unknown,no
1203,44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,1,unknown,no
1204,35,student,single,unknown,no,298,yes,no,unknown,5,may,611,2,unknown,no
1205,35,services,married,secondary,no,0,yes,no,unknown,5,may,471,1,unknown,no
1206,50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,unknown,no
1207,41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,unknown,no
1208,41,management,married,tertiary,no,517,yes,no,unknown,5,may,251,1,unknown,no
1209,39,services,single,unknown,no,257,yes,no,unknown,5,may,408,1,unknown,no
1210,42,retired,married,secondary,no,56,yes,no,unknown,5,may,215,1,unknown,no
1211,38,blue-collar,married,secondary,no,-390,yes,no,unknown,5,may,287,1,unknown,no
1212,53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,unknown,no
1213,59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,unknown,no
1214,36,services,married,secondary,no,301,yes,no,unknown,5,may,210,1,unknown,no
1215,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,unknown,no
1216,40,technician,married,tertiary,no,483,yes,no,unknown,5,may,168,1,unknown,no
1217,47,unknown,married,unknown,no,28,no,no,unknown,5,may,338,2,unknown,no
1218,53,unemployed,married,unknown,no,13,no,no,unknown,5,may,410,3,unknown,no
1219,46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,unknown,no
1220,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,unknown,no
1221,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,unknown,no
1222,28,blue-collar,married,primary,no,324,yes,no,unknown,5,may,175,1,unknown,no
1223,35,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,300,1,unknown,no
1224,55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,unknown,no
1225,43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,unknown,no
1226,48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,unknown,no
1227,58,management,married,unknown,no,1065,yes,no,unknown,5,may,213,3,unknown,no
1228,33,management,single,tertiary,no,34,yes,no,unknown,5,may,27,1,unknown,no
1229,36,blue-collar,married,unknown,no,1033,no,no,unknown,5,may,238,2,unknown,no
1230,53,services,divorced,secondary,no,1467,yes,no,unknown,5,may,124,1,unknown,no
1231,47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,unknown,no
1232,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,unknown,no
1233,57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,unknown,no
1234,53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,121,1,unknown,no
1235,55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,unknown,no
1236,45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,1,unknown,no
1237,53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,unknown,no
1238,37,blue-collar,married,primary,no,0,yes,no,unknown,5,may,79,1,unknown,no
1239,44,admin.,divorced,secondary,no,66,yes,no,unknown,5,may,206,1,unknown,no
1240,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,unknown,no
1241,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,unknown,no
1242,43,entrepreneur,married,unknown,no,100,yes,no,unknown,5,may,702,1,unknown,no
1243,38,admin.,married,secondary,no,0,no,no,unknown,5,may,151,1,unknown,no
1244,43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,unknown,no
1245,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,unknown,no
1246,42,management,married,unknown,no,275,no,no,unknown,5,may,408,2,unknown,no
1247,22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,unknown,no
1248,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,unknown,no
1249,39,blue-collar,married,secondary,no,483,yes,no,unknown,5,may,282,1,unknown,no
1250,51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,unknown,no
1251,49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,unknown,no
1252,53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,181,1,unknown,no
1253,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,unknown,no
1254,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,unknown,no
1255,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,unknown,no
1256,39,blue-collar,married,primary,no,279,yes,no,unknown,5,may,361,1,unknown,no
1257,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,unknown,no
1258,30,technician,single,secondary,no,2573,yes,no,unknown,5,may,67,2,unknown,no
1259,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,unknown,no
1260,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,unknown,no
1261,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,unknown,no
1262,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,unknown,no
1263,37,technician,married,secondary,no,275,yes,no,unknown,5,may,132,1,unknown,no
1264,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,unknown,no
1265,41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,1,unknown,no
1266,30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,unknown,no
1267,37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,unknown,no
1268,39,admin.,divorced,secondary,no,-349,yes,no,unknown,5,may,611,2,unknown,no
1269,41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,unknown,no
1270,40,blue-collar,married,primary,no,0,yes,no,unknown,5,may,463,1,unknown,no
1271,42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,unknown,yes
1272,40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,unknown,no
1273,57,technician,married,secondary,no,1078,yes,no,unknown,5,may,10,4,unknown,no
1274,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,unknown,no
1275,37,admin.,married,secondary,no,190,yes,no,unknown,5,may,92,2,unknown,no
1276,59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,unknown,no
1277,39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,unknown,no
1278,49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,unknown,no
1279,38,services,single,secondary,no,570,yes,no,unknown,5,may,75,2,unknown,no
1280,36,self-employed,married,tertiary,no,19,no,no,unknown,5,may,189,2,unknown,no
1281,50,blue-collar,married,primary,no,61,yes,no,unknown,5,may,621,3,unknown,no
1282,41,admin.,married,secondary,no,-62,yes,yes,unknown,5,may,55,2,unknown,no
1283,54,technician,married,tertiary,no,258,no,no,unknown,5,may,310,4,unknown,no
1284,58,blue-collar,married,primary,no,76,yes,no,unknown,5,may,156,2,unknown,no
1285,30,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,5,2,unknown,no
1286,33,admin.,single,secondary,no,352,yes,no,unknown,5,may,225,2,unknown,no
1287,47,admin.,married,secondary,no,368,yes,no,unknown,5,may,125,2,unknown,no
1288,50,technician,single,tertiary,no,339,yes,no,unknown,5,may,2,3,unknown,no
1289,32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,286,2,unknown,no
1290,40,self-employed,married,secondary,no,672,yes,no,unknown,5,may,164,2,unknown,no
1291,37,management,married,tertiary,no,58,yes,no,unknown,5,may,98,2,unknown,no
1292,54,technician,single,unknown,no,447,yes,no,unknown,5,may,742,2,unknown,no
1293,24,student,single,secondary,no,423,yes,no,unknown,5,may,226,3,unknown,no
1294,54,management,married,tertiary,no,0,no,no,unknown,5,may,120,2,unknown,no
1295,34,technician,married,secondary,no,19,yes,no,unknown,5,may,362,4,unknown,no
1296,56,technician,divorced,primary,no,13,yes,no,unknown,5,may,357,2,unknown,no
1297,31,blue-collar,single,secondary,no,3,yes,no,unknown,5,may,200,2,unknown,no
1298,24,student,single,secondary,no,82,yes,no,unknown,5,may,204,2,unknown,no
1299,42,blue-collar,divorced,primary,no,28,yes,no,unknown,5,may,126,3,unknown,no
1300,57,technician,married,secondary,no,792,yes,no,unknown,5,may,65,2,unknown,no
1301,42,blue-collar,married,unknown,no,408,yes,no,unknown,5,may,107,2,unknown,no
1302,51,admin.,married,secondary,no,531,yes,no,unknown,5,may,267,2,unknown,no
1303,57,retired,married,secondary,no,211,yes,no,unknown,5,may,248,2,unknown,no
1304,36,services,single,secondary,no,62,yes,no,unknown,5,may,215,2,unknown,no
1305,53,services,married,unknown,no,257,yes,no,unknown,5,may,209,2,unknown,no
1306,50,technician,married,secondary,no,1234,yes,no,unknown,5,may,205,2,unknown,no
1307,54,management,married,tertiary,no,313,yes,no,unknown,5,may,83,2,unknown,no
1308,55,blue-collar,married,secondary,no,89,yes,no,unknown,5,may,106,3,unknown,no
1309,44,blue-collar,married,secondary,no,129,yes,yes,unknown,5,may,189,2,unknown,no
1310,43,management,married,unknown,no,0,yes,no,unknown,5,may,105,2,unknown,no
1311,56,admin.,married,secondary,no,353,yes,no,unknown,5,may,106,2,unknown,no
1312,54,technician,married,unknown,no,851,yes,no,unknown,5,may,108,2,unknown,no
1313,55,services,divorced,primary,no,96,yes,yes,unknown,5,may,311,2,unknown,no
1314,37,services,divorced,secondary,no,398,yes,yes,unknown,5,may,214,2,unknown,no
1315,33,admin.,single,tertiary,no,193,no,no,unknown,5,may,132,2,unknown,no
1316,46,admin.,married,secondary,no,-358,yes,no,unknown,5,may,358,2,unknown,no
1317,36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,453,2,unknown,no
1318,51,technician,single,secondary,no,0,yes,no,unknown,5,may,364,2,unknown,no
1319,40,retired,single,primary,no,0,no,no,unknown,5,may,136,2,unknown,no
1320,42,blue-collar,married,secondary,no,490,yes,no,unknown,5,may,386,2,unknown,no
1321,51,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,173,2,unknown,no
1322,49,blue-collar,married,unknown,no,403,yes,no,unknown,5,may,241,2,unknown,no
1323,48,management,married,secondary,no,161,yes,no,unknown,5,may,224,3,unknown,no
1324,32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,148,2,unknown,no
1325,31,admin.,single,secondary,no,98,yes,no,unknown,5,may,196,2,unknown,no
1326,55,management,single,tertiary,no,115,no,no,unknown,5,may,111,4,unknown,no
1327,40,blue-collar,single,secondary,no,436,yes,no,unknown,5,may,231,3,unknown,no
